CustomerID,Recency,Frequency,Monetary,R,F,M,Seg
13168,36,4,1310.14,3,4,4,Loyal
13169,64,2,712.88,3,2,3,Normal
13170,27,1,116.00999999999999,4,1,1,New customer
13171,22,3,426.80999999999995,4,3,2,Loyal
13173,4,2,353.65,5,2,2,New customer
13174,16,3,2817.03,4,3,5,Loyal
13176,46,1,492.84000000000003,3,1,3,Normal
13177,65,1,282.45,3,1,2,Normal
13178,26,11,5725.47,4,5,5,Champion
13182,45,1,121.18,3,1,1,Normal
13183,8,9,3957.78,5,5,5,Champion
13184,15,10,1648.79,4,5,4,Champion
13185,268,1,71.4,1,1,1,Normal
13186,40,3,1539.69,3,3,4,Loyal
13187,337,1,236.02,1,1,1,Normal
13188,11,1,114.60000000000001,5,1,1,New customer
13189,19,2,260.68,4,2,2,New customer
13192,95,2,911.94,2,2,3,Normal
13193,61,1,117.88,3,1,1,Normal
13194,136,1,60.7,2,1,1,Normal
13196,11,4,1797.78,5,4,4,Champion
13198,10,6,3384.09,5,5,5,Champion
13199,4,38,9803.960000000001,5,5,5,Champion
13200,19,4,870.09,4,4,3,Loyal
13203,10,4,869.46,5,4,3,Loyal
13207,15,2,250.26000000000002,4,2,2,New customer
13208,59,6,1205.9,3,5,4,Loyal
13209,30,8,5820.16,4,5,5,Champion
13210,94,1,353.48,2,1,2,Normal
13211,10,3,1197.42,5,3,4,Loyal
13212,20,3,780.58,4,3,3,Loyal
13213,57,5,1518.4299999999998,3,4,4,Loyal
13216,268,1,333.74,1,1,2,Normal
13217,122,3,133.62,2,3,1,Normal
13218,127,1,62.64,2,1,1,Normal
13220,78,4,819.29,2,4,3,Normal
13221,240,2,847.41,1,2,3,Normal
13223,200,2,163.20000000000002,1,2,1,Normal
13224,60,2,2150.85,3,2,5,Normal
13225,3,7,6083.04,5,5,5,Champion
13226,273,1,108.21000000000001,1,1,1,Normal
13227,202,1,257.7,1,1,2,Normal
13228,81,1,358.0,2,1,2,Normal
13229,226,1,160.95,1,1,1,Normal
13230,4,14,2763.41,5,5,5,Champion
13232,13,7,1357.6,5,5,4,Champion
13233,74,2,605.12,2,2,3,Normal
13235,212,1,101.16999999999996,1,1,1,Normal
13236,25,2,727.27,4,2,3,New customer
13238,17,4,680.83,4,4,3,Loyal
13239,262,1,329.56,1,1,2,Normal
13240,96,4,663.65,2,4,3,Normal
13242,112,3,270.40000000000003,2,3,2,Normal
13243,203,1,600.07,1,1,3,Normal
13244,93,1,121.74000000000001,2,1,1,Normal
13245,51,1,430.5,3,1,2,Normal
13246,18,6,1922.1,4,5,4,Champion
13247,18,4,501.12,4,4,3,Loyal
13248,125,2,465.68,2,2,2,Normal
13249,92,3,711.41,2,3,3,Normal
13253,157,2,1030.3999999999999,2,2,4,At risk
13255,9,2,390.65999999999997,5,2,2,New customer
13258,12,3,698.58,5,3,3,Loyal
13259,62,1,292.32,3,1,2,Normal
13260,61,1,557.62,3,1,3,Normal
13261,269,2,944.1,1,2,4,At risk
13262,263,1,200.29000000000002,1,1,1,Normal
13263,1,35,7454.07,5,5,5,Champion
13265,53,5,2107.66,3,4,5,Loyal
13266,11,12,3717.6699999999996,5,5,5,Champion
13267,3,19,4404.44,5,5,5,Champion
13268,18,11,3167.64,4,5,5,Champion
13269,1,15,5315.92,5,5,5,Champion
13270,366,1,590.0,1,1,3,Normal
13271,37,1,178.26,3,1,1,Normal
13272,31,2,276.56,4,2,2,New customer
13273,113,1,138.98,2,1,1,Normal
13276,64,2,590.9300000000001,3,2,3,Normal
13277,16,4,258.4,4,4,2,Loyal
13278,41,1,542.73,3,1,3,Normal
13279,78,1,126.3,2,1,1,Normal
13280,122,3,814.86,2,3,3,Normal
13282,18,3,1047.8400000000001,4,3,4,Loyal
13283,60,2,93.66,3,2,1,Normal
13284,331,1,196.15,1,1,1,Normal
13285,23,4,2709.12,4,4,5,Champion
13291,156,1,361.11,2,1,2,Normal
13292,39,2,578.9399999999999,3,2,3,Normal
13294,190,2,873.74,1,2,3,Normal
13295,360,1,197.95000000000002,1,1,1,Normal
13296,137,1,87.4,2,1,1,Normal
13297,8,4,2089.85,5,4,5,Champion
13298,1,1,360.0,5,1,2,New customer
13299,268,1,142.5,1,1,1,Normal
13300,169,1,365.28999999999996,2,1,2,Normal
13301,104,4,618.09,2,4,3,Normal
13302,155,1,63.75,2,1,1,Normal
13304,351,1,300.42,1,1,2,Normal
13305,4,10,2000.86,5,5,4,Champion
13307,120,1,15.0,2,1,1,Normal
13308,23,3,1367.61,4,3,4,Loyal
13309,7,5,1456.79,5,4,4,Champion
13310,28,3,1083.6299999999999,4,3,4,Loyal
13311,4,2,598.57,5,2,3,New customer
13313,22,5,1555.32,4,4,4,Champion
13314,2,3,578.6600000000001,5,3,3,Loyal
13316,37,4,5815.490000000001,3,4,5,Loyal
13317,66,6,2140.0699999999997,3,5,5,Loyal
13318,1,3,640.76,5,3,3,Loyal
13319,5,26,10664.340000000002,5,5,5,Champion
13320,78,4,1491.7,2,4,4,At risk
13321,72,2,567.36,2,2,3,Normal
13322,17,1,199.48000000000002,4,1,1,New customer
13323,3,5,787.85,5,4,3,Loyal
13324,36,10,7072.8,3,5,5,Loyal
13325,82,1,675.3,2,1,3,Normal
13327,39,8,3617.57,3,5,5,Loyal
13328,316,1,1308.48,1,1,4,Lost high value
13329,32,2,740.4,4,2,3,New customer
13330,93,3,1140.93,2,3,4,At risk
13332,14,1,350.9,4,1,2,New customer
13334,82,3,3536.82,2,3,5,At risk
13336,77,1,795.12,2,1,3,Normal
13338,158,1,431.82000000000005,2,1,2,Normal
13339,201,1,860.12,1,1,3,Normal
13340,45,7,10736.48,3,5,5,Loyal
13341,261,1,775.85,1,1,3,Normal
13343,178,1,303.93,2,1,2,Normal
13344,68,3,2543.7200000000003,3,3,5,Loyal
13345,288,1,377.6,1,1,2,Normal
13347,70,1,341.36,3,1,2,Normal
13348,64,1,233.76,3,1,1,Normal
13349,11,1,247.32,5,1,2,New customer
13350,16,2,910.72,4,2,3,New customer
13351,66,1,373.94,3,1,2,Normal
13352,60,1,389.28,3,1,2,Normal
13354,71,1,743.53,3,1,3,Normal
13355,122,1,674.7,2,1,3,Normal
13356,80,1,768.24,2,1,3,Normal
13357,257,1,609.95,1,1,3,Normal
13358,269,1,439.03,1,1,2,Normal
13359,64,1,431.26,3,1,2,Normal
13362,9,4,3085.4900000000002,5,4,5,Champion
13363,18,2,992.5,4,2,4,New customer
13364,71,1,0.0,3,1,1,Normal
13365,34,2,2191.22,3,2,5,Normal
13366,50,1,56.160000000000004,3,1,1,Normal
13368,257,2,623.4,1,2,3,Normal
13369,366,1,263.75,1,1,2,Normal
13370,372,1,721.32,1,1,3,Normal
13372,90,1,378.64,2,1,2,Normal
13373,61,3,3312.25,3,3,5,Loyal
13375,89,1,772.9,2,1,3,Normal
13376,99,3,1019.76,2,3,4,At risk
13379,26,3,572.56,4,3,3,Loyal
13381,32,6,3626.81,4,5,5,Champion
13382,281,1,222.99,1,1,1,Normal
13384,31,7,4122.280000000001,4,5,5,Champion
13385,330,1,534.57,1,1,3,Normal
13388,131,2,627.15,2,2,3,Normal
13389,11,3,797.96,5,3,3,Loyal
13390,75,1,544.08,2,1,3,Normal
13391,204,1,59.8,1,1,1,Normal
13394,2,8,2312.8,5,5,5,Champion
13395,185,1,307.72,1,1,2,Normal
13396,29,2,1325.29,4,2,4,New customer
13397,73,5,1539.18,2,4,4,At risk
13398,192,1,457.34,1,1,2,Normal
13402,127,2,621.23,2,2,3,Normal
13403,18,1,75.0,4,1,1,New customer
13404,1,2,252.49,5,2,2,New customer
13405,74,3,572.451,2,3,3,Normal
13408,2,62,27487.41,5,5,5,Champion
13410,24,5,988.91,4,4,4,Champion
13411,107,1,213.55,2,1,1,Normal
13414,134,3,1390.5,2,3,4,At risk
13416,44,2,712.5,3,2,3,Normal
13417,5,2,640.83,5,2,3,New customer
13418,12,18,5845.4400000000005,5,5,5,Champion
13419,64,1,221.06,3,1,1,Normal
13420,150,2,140.35,2,2,1,Normal
13421,40,2,1848.98,3,2,4,Normal
13422,64,1,2601.55,3,1,5,Normal
13425,108,3,1624.21,2,3,4,At risk
13426,1,10,3550.7000000000003,5,5,5,Champion
13427,19,3,582.6,4,3,3,Loyal
13428,10,1,218.47,5,1,1,New customer
13429,11,4,1006.8,5,4,4,Champion
13430,19,2,648.69,4,2,3,New customer
13431,67,2,1269.1,3,2,4,Normal
13434,74,2,534.24,2,2,3,Normal
13435,5,7,3794.49,5,5,5,Champion
13436,2,1,196.89,5,1,1,New customer
13437,14,7,3408.06,4,5,5,Champion
13439,255,1,283.71,1,1,2,Normal
13441,92,1,296.64,2,1,2,Normal
13447,23,3,1104.23,4,3,4,Loyal
13448,17,6,3465.67,4,5,5,Champion
13449,24,1,291.88,4,1,2,New customer
13450,27,6,2043.72,4,5,5,Champion
13451,26,5,2916.4500000000003,4,4,5,Champion
13452,259,2,590.0,1,2,3,Normal
13453,166,2,356.97999999999996,2,2,2,Normal
13455,25,2,1007.3499999999999,4,2,4,New customer
13456,18,6,1737.82,4,5,4,Champion
13458,7,14,9537.92,5,5,5,Champion
13460,29,2,183.44,4,2,1,New customer
13461,39,3,1445.0,3,3,4,Loyal
13462,253,1,143.25,1,1,1,Normal
13464,58,1,674.68,3,1,3,Normal
13466,184,1,297.95,1,1,2,Normal
13467,11,2,1083.71,5,2,4,New customer
13468,2,37,5656.75,5,5,5,Champion
13470,99,2,165.0,2,2,1,Normal
13471,1,4,2531.58,5,4,5,Champion
13473,61,2,417.53999999999996,3,2,2,Normal
13474,236,1,229.59,1,1,1,Normal
13475,191,4,1431.78,1,4,4,At risk
13476,179,2,1092.77,2,2,4,At risk
13477,38,6,1441.53,3,5,4,Loyal
13479,201,2,291.0,1,2,2,Normal
13481,46,5,1776.81,3,4,4,Loyal
13482,232,1,184.64,1,1,1,Normal
13483,66,1,140.34,3,1,1,Normal
13484,241,1,313.8,1,1,2,Normal
13485,233,1,454.24,1,1,2,Normal
13486,78,3,1122.41,2,3,4,At risk
13487,58,3,575.4,3,3,3,Loyal
13488,17,13,8910.609999999999,4,5,5,Champion
13489,105,4,449.52,2,4,2,Normal
13491,52,10,1215.82,3,5,4,Loyal
13492,136,3,1269.84,2,3,4,At risk
13493,275,2,618.63,1,2,3,Normal
13494,312,1,316.26000000000005,1,1,2,Normal
13495,8,5,1990.1200000000001,5,4,4,Champion
13496,11,2,617.9300000000001,5,2,3,New customer
13497,283,2,321.05,1,2,2,Normal
13499,18,5,1146.9599999999998,4,4,4,Champion
13500,23,3,1136.77,4,3,4,Loyal
13501,288,1,1310.47,1,1,4,Lost high value
13502,17,3,292.0,4,3,2,Loyal
13503,71,1,216.85,3,1,1,Normal
13504,64,1,295.93,3,1,2,Normal
13505,73,4,4282.88,2,4,5,At risk
13506,316,2,452.82,1,2,2,Normal
13507,3,4,2479.16,5,4,5,Champion
13508,244,1,110.97,1,1,1,Normal
13509,9,7,979.72,5,5,4,Champion
13510,1,4,1785.1599999999999,5,4,4,Champion
13512,261,1,251.21,1,1,2,Normal
13513,127,1,205.1,2,1,1,Normal
13514,74,1,152.20000000000002,2,1,1,Normal
13515,73,4,891.12,2,4,3,Normal
13516,21,3,1389.41,4,3,4,Loyal
13517,60,3,2109.07,3,3,5,Loyal
13518,86,1,659.4399999999999,2,1,3,Normal
13519,78,1,110.8,2,1,1,Normal
13520,59,6,3487.75,3,5,5,Loyal
13521,1,3,1093.65,5,3,4,Loyal
13522,30,1,125.80000000000001,4,1,1,New customer
13523,33,5,3755.38,3,4,5,Loyal
13524,41,5,680.1800000000001,3,4,3,Loyal
13525,15,2,628.78,4,2,3,New customer
13527,34,7,2263.76,3,5,5,Loyal
13529,79,2,307.76,2,2,2,Normal
13531,205,2,483.8,1,2,3,Normal
13532,34,1,210.31,3,1,1,Normal
13533,183,3,270.79,1,3,2,Normal
13534,2,25,5613.08,5,5,5,Champion
13536,1,7,3448.29,5,5,5,Champion
13538,43,7,1280.85,3,5,4,Loyal
13539,86,3,605.84,2,3,3,Normal
13544,40,2,291.41,3,2,2,Normal
13546,12,3,626.99,5,3,3,Loyal
13548,96,2,682.41,2,2,3,Normal
13549,26,7,916.12,4,5,4,Champion
13551,319,1,91.80000000000001,1,1,1,Normal
13552,66,12,3539.53,3,5,5,Loyal
13555,74,4,4149.28,2,4,5,At risk
13557,28,2,584.06,4,2,3,New customer
13558,6,4,605.06,5,4,3,Loyal
13560,7,1,174.37,5,1,1,New customer
13561,216,1,141.86,1,1,1,Normal
13562,82,3,1799.33,2,3,4,At risk
13563,84,2,777.53,2,2,3,Normal
13564,144,3,647.74,2,3,3,Normal
13565,19,2,240.22,4,2,1,New customer
13566,41,2,874.71,3,2,3,Normal
13568,173,1,192.85,2,1,1,Normal
13569,17,2,373.75,4,2,2,New customer
13570,243,1,239.49,1,1,1,Normal
13571,13,12,2092.32,5,5,5,Champion
13572,206,1,1384.25,1,1,4,Lost high value
13573,50,2,294.4,3,2,2,Normal
13575,23,5,732.0699999999999,4,4,3,Loyal
13576,10,18,6703.3,5,5,5,Champion
13577,25,4,1658.3,4,4,4,Champion
13579,15,2,467.04,4,2,2,New customer
13581,309,1,118.0,1,1,1,Normal
13583,156,1,781.03,2,1,3,Normal
13584,307,1,142.4,1,1,1,Normal
13587,64,1,347.0,3,1,2,Normal
13588,16,9,2445.12,4,5,5,Champion
13589,15,2,379.65,4,2,2,New customer
13590,11,6,1976.1200000000001,5,5,4,Champion
13591,65,3,1117.13,3,3,4,Loyal
13592,36,4,247.96,3,4,2,Loyal
13593,108,5,1990.2800000000002,2,4,4,At risk
13594,53,1,396.97,3,1,2,Normal
13596,6,2,697.04,5,2,3,New customer
13598,47,1,167.42000000000002,3,1,1,Normal
13599,1,21,5030.6,5,5,5,Champion
13600,312,1,219.51999999999998,1,1,1,Normal
13601,45,2,693.32,3,2,3,Normal
13602,65,1,428.89,3,1,2,Normal
13603,26,1,164.34,4,1,1,New customer
13606,29,3,280.53999999999996,4,3,2,Loyal
13607,40,1,678.01,3,1,3,Normal
13610,12,7,1115.43,5,5,4,Champion
13611,89,3,1158.2,2,3,4,At risk
13614,24,4,1610.46,4,4,4,Champion
13615,319,1,399.99,1,1,2,Normal
13617,40,3,544.1800000000001,3,3,3,Loyal
13618,174,1,177.34,2,1,1,Normal
13621,117,1,213.85,2,1,1,Normal
13623,31,5,672.4399999999999,4,4,3,Loyal
13626,253,1,257.23,1,1,2,Normal
13627,59,5,1624.02,3,4,4,Loyal
13629,23,11,7792.36,4,5,5,Champion
13630,5,7,1995.68,5,5,4,Champion
13631,100,11,3021.77,2,5,5,At risk
13632,25,5,2117.02,4,4,5,Champion
13634,33,5,1575.16,3,4,4,Loyal
13635,68,1,1071.03,3,1,4,Normal
13636,37,5,941.62,3,4,4,Loyal
13637,52,3,810.5,3,3,3,Loyal
13638,16,1,122.64,4,1,1,New customer
13639,74,1,1033.34,2,1,4,Lost high value
13642,216,1,354.8,1,1,2,Normal
13643,31,3,519.44,4,3,3,Loyal
13644,16,4,2597.5200000000004,4,4,5,Champion
13645,120,1,252.1,2,1,2,Normal
13647,10,4,1670.22,5,4,4,Champion
13649,257,2,346.6,1,2,2,Normal
13650,17,6,1809.3400000000001,4,5,4,Champion
13651,35,2,94.2,3,2,1,Normal
13652,46,3,1095.08,3,3,4,Loyal
13654,43,6,2707.33,3,5,5,Loyal
13655,114,2,932.97,2,2,4,At risk
13656,165,2,379.65,2,2,2,Normal
13657,11,2,382.14,5,2,2,New customer
13658,10,5,2421.4700000000003,5,4,5,Champion
13659,206,2,1550.8500000000001,1,2,4,At risk
13662,86,3,879.08,2,3,3,Normal
13663,179,1,189.47,1,1,1,Normal
13666,60,3,84.65,3,3,1,Loyal
13667,149,1,305.02,2,1,2,Normal
13668,3,21,6216.07,5,5,5,Champion
13669,51,2,218.55,3,2,1,Normal
13670,75,1,349.7,2,1,2,Normal
13672,301,2,-71.46000000000001,1,2,1,Normal
13673,19,2,396.92,4,2,2,New customer
13675,151,2,486.82000000000005,2,2,3,Normal
13678,152,1,232.6,2,1,1,Normal
13680,1,4,2202.3100000000004,5,4,5,Champion
13681,18,4,827.83,4,4,3,Loyal
13682,187,1,59.5,1,1,1,Normal
13684,286,1,64.23,1,1,1,Normal
13685,3,7,3119.44,5,5,5,Champion
13686,183,1,72.0,1,1,1,Normal
13689,63,1,910.0,3,1,3,Normal
13690,59,1,172.25,3,1,1,Normal
13692,25,3,1466.87,4,3,4,Loyal
13694,4,50,62653.100000000006,5,5,5,Champion
13695,31,15,2504.13,4,5,5,Champion
13697,39,1,151.29999999999998,3,1,1,Normal
13699,155,1,308.58000000000004,2,1,2,Normal
13700,26,10,2265.12,4,5,5,Champion
13703,318,1,99.5,1,1,1,Normal
13704,5,9,2295.31,5,5,5,Champion
13705,8,3,711.86,5,3,3,Loyal
13706,303,1,330.79,1,1,2,Normal
13707,267,2,806.41,1,2,3,Normal
13708,271,1,296.88,1,1,2,Normal
13709,4,13,6249.110000000001,5,5,5,Champion
13710,32,1,180.48,4,1,1,New customer
13711,219,2,252.06,1,2,2,Normal
13712,247,1,228.83999999999997,1,1,1,Normal
13715,281,5,1053.9399999999998,1,4,4,At risk
13716,269,1,138.28,1,1,1,Normal
13717,32,6,1432.26,4,5,4,Champion
13718,246,2,306.55,1,2,2,Normal
13719,15,5,1041.68,4,4,4,Champion
13720,117,4,799.9,2,4,3,Normal
13721,36,1,524.14,3,1,3,Normal
13722,132,3,2369.16,2,3,5,At risk
13723,217,1,199.85000000000002,1,1,1,Normal
13725,50,8,1809.81,3,5,4,Loyal
13726,39,2,1079.66,3,2,4,Normal
13727,29,2,333.48,4,2,2,New customer
13728,37,6,1016.14,3,5,4,Loyal
13730,136,2,752.6,2,2,3,Normal
13731,219,2,610.59,1,2,3,Normal
13732,28,1,491.86,4,1,3,New customer
13735,25,4,2766.1800000000003,4,4,5,Champion
13736,5,2,724.0,5,2,3,New customer
13737,200,1,339.59999999999997,1,1,2,Normal
13739,18,1,216.9,4,1,1,New customer
13740,241,1,350.75,1,1,2,Normal
13741,72,3,666.33,2,3,3,Normal
13742,17,12,3102.42,4,5,5,Champion
13743,3,7,1340.1499999999999,5,5,4,Champion
13744,95,2,1156.36,2,2,4,At risk
13745,162,1,291.54,2,1,2,Normal
13747,374,1,79.6,1,1,1,Normal
13748,96,5,948.25,2,4,4,At risk
13750,54,5,1647.26,3,4,4,Loyal
13751,288,1,296.25,1,1,2,Normal
13752,124,6,1186.28,2,5,4,At risk
13753,288,1,741.26,1,1,3,Normal
13754,152,2,282.59999999999997,2,2,2,Normal
13755,4,9,2154.68,5,5,5,Champion
13756,2,14,5145.120000000001,5,5,5,Champion
13758,12,7,3190.55,5,5,5,Champion
13759,33,2,659.41,3,2,3,Normal
13760,54,2,286.79,3,2,2,Normal
13761,50,2,1070.65,3,2,4,Normal
13762,219,1,0.0,1,1,1,Normal
13763,63,1,1689.46,3,1,4,Normal
13764,71,3,1521.76,3,3,4,Loyal
13767,2,37,16945.71,5,5,5,Champion
13769,2,10,2771.8700000000003,5,5,5,Champion
13771,64,4,2631.7,3,4,5,Loyal
13772,34,3,1132.13,3,3,4,Loyal
13774,82,1,345.0,2,1,2,Normal
13777,1,33,25748.35,5,5,5,Champion
13778,103,1,178.7,2,1,1,Normal
13780,7,2,360.01000000000005,5,2,2,New customer
13781,251,1,127.84,1,1,1,Normal
13782,13,6,912.0,5,5,3,Loyal
13784,10,11,2462.79,5,5,5,Champion
13786,367,1,230.39999999999998,1,1,1,Normal
13787,76,2,309.04,2,2,2,Normal
13790,4,1,348.8,5,1,2,New customer
13791,128,2,1047.68,2,2,4,At risk
13792,66,2,195.55,3,2,1,Normal
13798,1,57,36351.42,5,5,5,Champion
13799,117,2,688.86,2,2,3,Normal
13800,310,1,558.32,1,1,3,Normal
13801,67,1,324.8,3,1,2,Normal
13802,139,3,3906.27,2,3,5,At risk
13803,255,1,277.07,1,1,2,Normal
13804,31,7,2635.79,4,5,5,Champion
13805,52,2,924.5999999999999,3,2,4,Normal
13806,64,1,256.38,3,1,2,Normal
13807,367,1,112.6,1,1,1,Normal
13808,6,5,1747.66,5,4,4,Champion
13809,305,1,155.05,1,1,1,Normal
13810,29,3,899.51,4,3,3,Loyal
13811,184,3,591.75,1,3,3,Normal
13812,42,3,539.0,3,3,3,Loyal
13813,40,4,1353.41,3,4,4,Loyal
13814,92,2,1562.12,2,2,4,At risk
13815,22,4,4014.9100000000003,4,4,5,Champion
13816,24,2,555.0400000000001,4,2,3,New customer
13817,29,2,382.98,4,2,2,New customer
13819,302,3,1140.35,1,3,4,At risk
13821,145,2,385.64,2,2,2,Normal
13822,6,2,632.0,5,2,3,New customer
13823,19,2,957.66,4,2,4,New customer
13824,33,5,1698.94,3,4,4,Loyal
13826,176,1,174.65,2,1,1,Normal
13827,58,3,412.05,3,3,2,Loyal
13828,22,1,209.49,4,1,1,New customer
13831,16,6,2202.99,4,5,5,Champion
13832,19,1,40.949999999999996,4,1,1,New customer
13833,159,1,384.8,2,1,2,Normal
13835,25,4,834.57,4,4,3,Loyal
13837,212,2,271.24,1,2,2,Normal
13838,6,4,691.73,5,4,3,Loyal
13841,253,1,85.0,1,1,1,Normal
13842,59,9,3385.62,3,5,5,Loyal
13844,11,1,361.62,5,1,2,New customer
13845,65,1,312.98,3,1,2,Normal
13846,25,3,847.61,4,3,3,Loyal
13848,92,3,1255.0,2,3,4,At risk
13849,52,2,1537.95,3,2,4,Normal
13850,129,1,1586.81,2,1,4,Lost high value
13851,96,3,2651.46,2,3,5,At risk
13853,57,1,1056.94,3,1,4,Normal
13854,9,25,8025.0199999999995,5,5,5,Champion
13856,169,3,363.4,2,3,2,Normal
13858,57,1,216.17,3,1,1,Normal
13859,326,1,201.16,1,1,1,Normal
13860,1,5,1240.0,5,4,4,Champion
13862,18,8,2187.31,4,5,5,Champion
13863,248,1,299.55999999999995,1,1,2,Normal
13865,58,4,501.56,3,4,3,Loyal
13866,74,1,145.67000000000002,2,1,1,Normal
13867,31,3,1015.29,4,3,4,Loyal
13868,7,2,3192.54,5,2,5,New customer
13869,123,4,3104.95,2,4,5,At risk
13870,2,8,2751.25,5,5,5,Champion
13871,23,13,6389.8,4,5,5,Champion
13873,120,3,381.70000000000005,2,3,2,Normal
13874,358,1,540.45,1,1,3,Normal
13875,54,5,1786.79,3,4,4,Loyal
13876,64,1,122.7,3,1,1,Normal
13877,86,1,117.24,2,1,1,Normal
13878,55,1,1281.53,3,1,4,Normal
13880,21,13,3219.77,4,5,5,Champion
13881,4,20,16989.52,5,5,5,Champion
13882,3,5,1131.2800000000002,5,4,4,Champion
13883,11,5,2538.75,5,4,5,Champion
13884,7,5,781.3000000000001,5,4,3,Loyal
13885,189,2,506.8,1,2,3,Normal
13886,71,1,243.56,3,1,2,Normal
13887,204,1,349.55,1,1,2,Normal
13888,120,2,605.63,2,2,3,Normal
13889,93,1,416.90000000000003,2,1,2,Normal
13890,1,10,1860.86,5,5,4,Champion
13892,27,4,632.97,4,4,3,Loyal
13893,298,1,821.1,1,1,3,Normal
13894,24,3,535.97,4,3,3,Loyal
13895,28,4,2588.1200000000003,4,4,5,Champion
13897,50,1,311.16,3,1,2,Normal
13898,326,1,155.93,1,1,1,Normal
13899,16,2,388.52,4,2,2,New customer
13900,183,3,740.95,1,3,3,Normal
13901,72,5,2867.2000000000003,2,4,5,At risk
13904,37,2,332.64,3,2,2,Normal
13908,80,4,2347.05,2,4,5,At risk
13911,57,9,2580.91,3,5,5,Loyal
13914,12,2,613.95,5,2,3,New customer
13917,50,2,272.04,3,2,2,Normal
13918,50,2,1212.84,3,2,4,Normal
13919,59,2,350.16,3,2,2,Normal
13922,352,1,172.25,1,1,1,Normal
13923,54,1,351.13,3,1,2,Normal
13924,2,6,1682.0800000000002,5,5,4,Champion
13925,93,4,616.65,2,4,3,Normal
13926,23,1,223.85000000000002,4,1,1,New customer
13927,75,1,348.99,2,1,2,Normal
13928,11,4,464.57,5,4,2,Loyal
13929,169,2,802.85,2,2,3,Normal
13930,58,2,337.34,3,2,2,Normal
13931,96,2,1230.93,2,2,4,At risk
13932,295,1,307.4,1,1,2,Normal
13933,109,2,608.7900000000001,2,2,3,Normal
13934,264,1,922.1,1,1,4,Lost high value
13936,180,1,361.28,1,1,2,Normal
13937,169,1,158.85,2,1,1,Normal
13938,35,1,71.66,3,1,1,Normal
13939,23,3,556.75,4,3,3,Loyal
13940,17,4,839.14,4,4,3,Loyal
13941,22,5,4912.41,4,4,5,Champion
13946,79,3,561.5699999999999,2,3,3,Normal
13947,65,1,90.6,3,1,1,Normal
13948,361,1,102.0,1,1,1,Normal
13949,3,6,2427.32,5,5,5,Champion
13950,11,4,728.56,5,4,3,Loyal
13951,176,3,674.45,2,3,3,Normal
13952,218,2,3246.091,1,2,5,At risk
13953,7,7,3515.68,5,5,5,Champion
13954,2,2,378.59000000000003,5,3,2,Loyal
13955,154,2,322.96,2,3,2,Normal
13956,5,5,1026.42,5,4,4,Champion
13959,79,3,598.2,2,3,3,Normal
13960,21,2,230.22,4,3,1,Loyal
13962,22,2,169.55,4,3,1,Loyal
13963,308,4,664.54,1,4,3,Normal
13967,146,1,80.7,2,1,1,Normal
13969,7,18,8986.69,5,5,5,Champion
13971,19,8,2702.2200000000003,4,5,5,Champion
13972,71,2,190.25,3,3,1,Loyal
13973,287,1,264.7,1,1,2,Normal
13974,49,1,413.59000000000003,3,1,2,Normal
13975,31,6,2503.23,4,5,5,Champion
13976,207,1,357.98,1,1,2,Normal
13978,15,2,196.79000000000002,4,3,1,Loyal
13979,73,1,869.87,2,1,3,Normal
13980,60,1,200.14,3,1,1,Normal
13982,39,4,1861.11,3,4,4,Loyal
13983,30,12,2590.46,4,5,5,Champion
13984,27,5,488.03,4,4,3,Loyal
13985,4,15,7024.53,5,5,5,Champion
13986,17,1,320.46,4,1,2,New customer
13988,20,6,4098.8,4,5,5,Champion
13989,66,2,1266.08,3,3,4,Loyal
13990,213,1,311.3,1,1,2,Normal
13991,12,6,850.63,5,5,3,Loyal
13992,30,1,76.8,4,1,1,New customer
13993,43,9,3409.6600000000003,3,5,5,Loyal
13994,4,6,2313.14,5,5,5,Champion
13995,15,5,1383.49,4,4,4,Champion
13999,10,12,3865.2599999999998,5,5,5,Champion
14000,211,1,633.7099999999999,1,1,3,Normal
14001,46,3,2030.33,3,3,5,Loyal
14002,134,2,529.73,2,3,3,Normal
14004,43,7,4582.64,3,5,5,Loyal
14005,10,5,2874.72,5,4,5,Champion
14006,116,3,962.19,2,3,4,At risk
14009,198,2,685.9300000000001,1,3,3,Normal
14012,278,1,328.8,1,1,2,Normal
14013,110,3,473.02,2,3,2,Normal
14014,77,1,505.18,2,1,3,Normal
14015,53,1,917.34,3,1,4,Normal
14016,162,4,4328.46,2,4,5,At risk
14019,47,3,1398.9599999999998,3,3,4,Loyal
14020,17,2,642.8,4,3,3,Loyal
14021,155,3,631.9,2,3,3,Normal
14022,225,1,440.0,1,1,2,Normal
14023,7,2,584.07,5,3,3,Loyal
14024,122,2,327.7,2,3,2,Normal
14027,61,1,104.82,3,1,1,Normal
14029,63,2,467.66,3,3,2,Loyal
14030,18,8,2360.09,4,5,5,Champion
14031,7,19,14634.640000000001,5,5,5,Champion
14032,2,11,2929.84,5,5,5,Champion
14034,22,3,512.02,4,3,3,Loyal
14035,29,5,1428.02,4,4,4,Champion
14036,285,1,626.65,1,1,3,Normal
14037,176,2,147.20000000000002,2,3,1,Normal
14038,78,3,1554.48,2,3,4,At risk
14039,33,1,152.2,3,1,1,Normal
14040,41,12,3542.19,3,5,5,Loyal
14041,266,1,141.41,1,1,1,Normal
14044,27,4,652.82,4,4,3,Loyal
