CustomerID,Seg,Recency,Frequency,Monetary
14309,Champion,8,9,2319.6800000000003
15755,Champion,10,6,2318.88
13994,Champion,4,6,2313.14
13394,Champion,2,8,2312.8
17838,Champion,27,5,2312.7000000000003
14290,Champion,11,5,2307.4500000000003
17211,Champion,27,8,2299.67
15105,Champion,18,7,2298.93
15270,Champion,16,7,2298.2
17954,Champion,5,12,2295.37
13704,Champion,5,9,2295.31
12615,Champion,2,4,2291.19
17744,Champion,4,6,2291.08
12684,Champion,8,7,2283.63
17188,Champion,11,7,2275.58
12782,Champion,5,5,2273.32
17768,Champion,8,3,2273.1800000000003
14466,Champion,29,7,2272.4
13700,Champion,26,10,2265.12
14432,Champion,10,6,2255.51
16782,Champion,10,13,2242.25
16293,Champion,22,10,2236.7400000000002
14825,Champion,4,12,2226.91
12704,Champion,7,8,2220.84
15373,Champion,8,12,2213.1099999999997
13115,Champion,12,4,2205.63
13831,Champion,16,6,2202.99
13680,Champion,1,4,2202.3100000000004
14226,Champion,29,5,2201.64
16743,Champion,29,7,2191.84
13862,Champion,18,8,2187.31
15179,Champion,18,5,2186.2
15394,Champion,10,4,2183.54
16628,Champion,30,5,2183.04
14560,Champion,7,22,2174.18
16076,Champion,3,10,2173.53
15811,Champion,22,6,2171.3199999999997
12856,Champion,8,6,2162.68
12935,Champion,2,7,2156.45
13755,Champion,4,9,2154.68
16966,Champion,8,7,2148.47
16057,Champion,16,7,2140.22
16379,Champion,4,4,2131.9
14360,Champion,32,4,2128.23
16407,Champion,13,10,2126.93
15058,Champion,25,11,2124.9900000000002
18061,Champion,22,10,2119.41
13632,Champion,25,5,2117.02
14691,Champion,31,5,2114.33
14515,Champion,18,6,2102.09
17191,Champion,28,7,2095.13
18283,Champion,4,16,2094.88
13571,Champion,13,12,2092.32
13297,Champion,8,4,2089.85
18044,Champion,4,10,2085.65
16954,Champion,1,9,2085.08
14696,Champion,4,7,2070.97
14482,Champion,18,6,2068.15
14209,Champion,11,6,2067.1299999999997
17861,Champion,3,8,2059.2000000000003
18241,Champion,10,17,2058.09
12610,Champion,23,5,2057.99
12518,Champion,1,5,2056.89
13126,Champion,5,8,2056.29
12948,Champion,16,7,2053.7
17086,Champion,7,6,2050.08
17625,Champion,18,4,2047.0
13450,Champion,27,6,2043.72
14640,Champion,24,6,2042.1499999999999
17090,Champion,4,7,2041.8500000000001
16358,Champion,1,4,2024.95
18069,Champion,26,5,2021.8200000000002
18219,Champion,3,10,2019.77
14188,Champion,31,6,2018.91
14506,Champion,17,5,2012.17
14730,Champion,1,8,2005.06
13305,Champion,4,10,2000.86
18188,Champion,15,3,1998.49
13630,Champion,5,7,1995.68
17827,Champion,5,5,1995.46
17088,Champion,28,4,1991.01
13495,Champion,8,5,1990.1200000000001
13590,Champion,11,6,1976.1200000000001
17790,Champion,27,14,1965.55
17218,Champion,4,10,1960.72
16341,Champion,25,4,1959.38
17554,Champion,1,5,1952.45
14653,Champion,1,7,1947.55
14655,Champion,8,4,1930.15
17490,Champion,1,7,1926.88
14217,Champion,2,17,1925.3600000000001
12528,Champion,9,6,1922.28
13246,Champion,18,6,1922.1
16983,Champion,13,7,1920.2
14285,Champion,21,4,1910.01
16426,Champion,2,10,1908.25
17228,Champion,16,8,1906.09
16938,Champion,9,4,1903.13
16942,Champion,13,9,1894.11
12584,Champion,4,9,1893.95
17870,Champion,2,12,1889.3999999999999
17463,Champion,16,5,1881.3600000000001
16128,Champion,18,5,1880.22
17293,Champion,8,9,1875.1100000000001
15021,Champion,9,9,1872.28
14524,Champion,32,9,1867.68
17738,Champion,19,4,1863.35
15351,Champion,12,7,1862.14
13890,Champion,1,10,1860.86
17422,Champion,16,6,1853.1299999999999
12423,Champion,1,8,1849.11
18180,Champion,5,6,1843.75
17469,Champion,16,5,1843.06
15814,Champion,17,4,1842.73
17015,Champion,29,3,1842.56
12963,Champion,8,8,1841.0300000000002
14216,Champion,3,4,1839.3
17519,Champion,17,6,1839.07
15203,Champion,26,6,1827.8
18122,Champion,8,6,1826.21
16169,Champion,8,4,1822.97
16201,Champion,3,4,1821.52
14533,Champion,25,7,1812.62
16474,Champion,7,7,1811.47
13650,Champion,17,6,1809.3400000000001
16979,Champion,4,6,1809.05
13048,Champion,14,4,1805.91
12381,Champion,5,5,1803.96
13196,Champion,11,4,1797.78
17750,Champion,5,9,1797.57
18179,Champion,9,6,1793.17
17663,Champion,26,7,1788.27
13510,Champion,1,4,1785.1599999999999
14608,Champion,4,4,1785.15
17629,Champion,6,8,1784.12
17705,Champion,3,9,1781.12
14215,Champion,12,6,1777.92
16719,Champion,15,7,1773.92
15864,Champion,22,6,1769.7800000000002
15594,Champion,16,5,1767.53
14621,Champion,1,5,1765.7600000000002
13808,Champion,6,5,1747.66
12523,Champion,19,11,1745.57
14595,Champion,20,6,1740.6
17754,Champion,1,5,1739.92
13456,Champion,18,6,1737.82
14673,Champion,3,5,1736.4
17043,Champion,32,4,1735.18
17702,Champion,30,4,1719.7199999999998
15267,Champion,22,5,1717.36
17813,Champion,14,5,1714.6
13094,Champion,21,12,1708.8600000000001
17162,Champion,29,10,1707.21
16791,Champion,29,7,1706.28
15950,Champion,32,4,1705.26
14834,Champion,18,6,1698.35
16775,Champion,10,11,1695.66
16813,Champion,8,10,1692.98
16671,Champion,28,3,1692.27
15380,Champion,9,5,1682.3600000000001
13924,Champion,2,6,1682.0800000000002
17147,Champion,23,4,1679.6399999999999
16638,Champion,23,10,1676.47
13149,Champion,14,4,1676.06
13647,Champion,10,4,1670.22
16115,Champion,10,8,1667.97
12912,Champion,3,5,1662.3
15214,Champion,2,8,1661.44
15024,Champion,10,10,1661.33
13577,Champion,25,4,1658.3
16711,Champion,3,5,1651.03
17451,Champion,1,7,1648.95
13184,Champion,15,10,1648.79
15953,Champion,15,8,1634.53
16987,Champion,3,7,1625.05
15172,Champion,9,5,1624.05
17673,Champion,2,6,1622.2199999999998
17101,Champion,10,4,1621.73
14178,Champion,9,7,1620.93
14336,Champion,17,4,1614.91
18161,Champion,15,5,1612.79
13614,Champion,24,4,1610.46
12783,Champion,2,6,1603.87
16992,Champion,11,5,1601.86
17828,Champion,23,4,1599.9699999999998
14587,Champion,19,9,1598.24
14719,Champion,2,5,1592.18
16332,Champion,28,7,1583.2
15611,Champion,10,13,1568.39
16496,Champion,9,3,1562.22
13313,Champion,22,5,1555.32
16369,Champion,18,3,1553.66
15660,Champion,25,9,1552.01
15117,Champion,15,5,1550.1299999999999
14704,Champion,11,9,1546.91
14441,Champion,1,4,1545.14
15701,Champion,2,4,1542.14
16365,Champion,18,9,1540.4199999999998
12877,Champion,4,12,1535.77
17159,Champion,22,3,1534.73
16283,Champion,6,5,1531.51
14321,Champion,11,5,1530.75
16434,Champion,29,7,1522.25
16066,Champion,17,5,1521.87
15906,Champion,20,7,1521.79
16790,Champion,4,6,1520.1200000000001
16880,Champion,31,7,1519.08
15532,Champion,25,4,1517.0800000000002
16748,Champion,18,5,1515.9
15392,Champion,5,4,1515.73
16910,Champion,4,8,1510.06
12937,Champion,15,4,1504.27
15530,Champion,22,4,1502.35
16762,Champion,20,3,1501.38
16279,Champion,21,3,1496.6799999999998
15916,Champion,16,8,1491.24
14963,Champion,10,5,1487.8
14878,Champion,13,9,1485.54
18016,Champion,32,5,1483.56
16016,Champion,3,8,1483.31
17590,Champion,2,3,1479.22
15983,Champion,22,4,1475.02
16348,Champion,32,7,1469.45
12826,Champion,3,7,1468.1200000000001
15473,Champion,14,7,1465.2
16359,Champion,7,9,1460.3700000000001
13309,Champion,7,5,1456.79
13110,Champion,31,7,1452.8700000000001
15987,Champion,12,7,1451.28
14591,Champion,15,4,1447.14
16817,Champion,3,9,1446.95
17073,Champion,18,4,1446.09
15858,Champion,16,5,1438.85
13717,Champion,32,6,1432.26
15426,Champion,19,5,1429.9
16103,Champion,7,6,1429.64
14035,Champion,29,5,1428.02
16996,Champion,30,6,1427.46
16271,Champion,3,5,1423.29
17063,Champion,21,7,1421.5900000000001
17288,Champion,9,7,1419.73
14649,Champion,5,4,1417.29
14901,Champion,11,9,1414.99
15237,Champion,2,4,1412.32
15106,Champion,18,5,1407.73
16173,Champion,16,6,1406.57
14741,Champion,12,6,1400.3400000000001
17856,Champion,2,4,1393.79
16539,Champion,3,4,1388.81
15453,Champion,2,7,1388.37
15134,Champion,15,8,1387.99
15898,Champion,1,5,1384.6799999999998
16463,Champion,21,4,1383.7
13995,Champion,15,5,1383.49
17676,Champion,4,6,1383.27
12952,Champion,6,4,1382.84
14116,Champion,20,5,1382.74
16726,Champion,26,5,1382.02
13159,Champion,9,4,1379.75
14113,Champion,4,4,1377.92
14434,Champion,22,6,1372.8
16669,Champion,24,3,1370.8700000000001
14507,Champion,24,6,1368.18
14897,Champion,8,4,1366.38
13232,Champion,13,7,1357.6
18167,Champion,23,3,1355.5100000000002
17054,Champion,28,5,1353.83
15116,Champion,18,4,1352.75
16245,Champion,24,3,1352.3600000000001
14859,Champion,13,4,1352.04
16079,Champion,17,3,1352.0
12775,Champion,17,5,1351.24
17368,Champion,23,8,1349.52
15411,Champion,26,4,1346.38
13743,Champion,3,7,1340.1499999999999
17621,Champion,21,3,1336.1000000000001
17932,Champion,29,3,1331.57
12676,Champion,25,6,1331.39
15365,Champion,26,7,1330.4500000000003
16295,Champion,10,4,1328.55
15563,Champion,22,4,1319.69
14102,Champion,5,5,1314.73
16464,Champion,20,3,1314.68
18177,Champion,31,6,1314.17
12364,Champion,8,4,1313.1
14748,Champion,29,5,1311.79
13012,Champion,9,8,1311.6200000000001
14477,Champion,20,4,1307.81
14071,Champion,4,8,1307.4099999999999
16744,Champion,11,7,1304.76
12919,Champion,8,6,1301.44
17961,Champion,21,39,1296.44
16929,Champion,4,7,1295.39
14047,Champion,9,5,1290.0100000000002
16571,Champion,27,3,1285.22
17671,Champion,16,4,1284.08
14297,Champion,18,4,1284.06
15136,Champion,3,4,1282.45
16899,Champion,8,6,1281.56
17019,Champion,11,4,1272.61
14794,Champion,3,7,1272.1100000000001
14511,Champion,11,5,1267.4099999999999
17158,Champion,32,3,1266.97
16688,Champion,1,4,1260.86
17412,Champion,3,7,1258.06
17350,Champion,8,4,1256.1899999999998
14698,Champion,2,5,1250.76
17481,Champion,4,4,1249.34
16531,Champion,22,7,1244.59
17633,Champion,31,4,1242.34
13860,Champion,1,5,1240.0
14684,Champion,26,5,1236.28
15910,Champion,1,8,1232.18
14428,Champion,7,5,1230.1399999999999
14898,Champion,23,6,1228.32
17410,Champion,16,5,1214.72
12464,Champion,10,8,1212.05
18263,Champion,26,3,1211.0800000000002
16794,Champion,1,10,1201.51
12997,Champion,22,4,1197.94
17720,Champion,26,4,1195.94
15145,Champion,4,4,1194.73
14064,Champion,29,5,1188.32
14487,Champion,27,6,1183.58
16639,Champion,31,3,1169.3799999999999
14447,Champion,19,5,1163.23
16949,Champion,4,6,1161.27
17348,Champion,15,5,1159.52
15621,Champion,4,4,1158.77
14723,Champion,10,6,1158.3
16062,Champion,10,4,1153.62
12657,Champion,11,4,1152.06
16042,Champion,22,5,1147.37
13499,Champion,18,5,1146.9599999999998
18125,Champion,30,4,1141.34
17135,Champion,16,7,1139.73
12494,Champion,16,7,1139.3500000000001
17500,Champion,17,3,1138.0
16989,Champion,7,6,1133.25
15500,Champion,8,4,1131.56
13882,Champion,3,5,1131.2800000000002
14824,Champion,10,4,1127.71
13118,Champion,20,5,1125.0
16637,Champion,32,4,1124.5900000000001
14129,Champion,2,5,1123.8600000000001
15737,Champion,15,8,1121.21
17302,Champion,15,5,1119.93
13064,Champion,13,4,1119.49
13610,Champion,12,7,1115.43
15933,Champion,21,3,1107.46
17562,Champion,14,7,1107.38
16833,Champion,1,4,1106.53
16350,Champion,21,4,1100.47
13104,Champion,3,6,1098.48
15608,Champion,28,4,1093.68
14744,Champion,16,7,1088.53
17095,Champion,23,3,1088.2
15602,Champion,8,9,1083.6299999999999
15712,Champion,9,5,1072.3600000000001
15745,Champion,19,4,1071.24
17522,Champion,2,5,1070.71
14948,Champion,23,6,1066.57
17041,Champion,27,3,1065.77
17287,Champion,26,7,1064.11
14419,Champion,11,6,1058.06
14583,Champion,6,5,1052.55
15027,Champion,31,4,1051.95
14293,Champion,3,4,1046.56
18130,Champion,15,3,1045.74
17042,Champion,3,5,1044.38
12951,Champion,9,6,1042.07
16094,Champion,12,4,1041.83
13719,Champion,15,5,1041.68
14446,Champion,1,4,1039.58
12691,Champion,28,6,1035.8
18221,Champion,22,5,1033.31
12599,Champion,29,7,1032.58
12724,Champion,5,4,1031.41
16682,Champion,5,5,1028.0
16416,Champion,27,3,1026.99
16533,Champion,19,3,1026.94
13956,Champion,5,5,1026.42
12828,Champion,3,6,1018.71
14083,Champion,4,9,1018.43
12936,Champion,17,4,1012.9000000000001
13429,Champion,11,4,1006.8
14214,Champion,31,5,1000.23
15434,Champion,8,5,997.48
16009,Champion,22,4,992.71
17096,Champion,15,4,992.68
17324,Champion,18,4,990.23
13410,Champion,24,5,988.91
18237,Champion,3,5,987.1
13117,Champion,22,8,984.91
16907,Champion,29,5,981.65
16085,Champion,23,5,981.51
13509,Champion,9,7,979.72
15132,Champion,18,5,977.9300000000001
14522,Champion,24,4,974.54
17618,Champion,6,3,971.58
15110,Champion,24,4,970.25
15907,Champion,4,3,967.45
17405,Champion,1,3,967.22
14931,Champion,5,5,964.6800000000001
13138,Champion,22,6,962.39
16511,Champion,22,3,950.26
15793,Champion,15,3,948.96
15787,Champion,26,3,948.05
15681,Champion,25,5,946.3600000000001
12820,Champion,3,4,942.34
17227,Champion,19,6,939.32
17097,Champion,2,8,937.92
17289,Champion,32,3,936.16
13026,Champion,1,5,936.15
16657,Champion,10,4,933.62
17236,Champion,13,6,916.13
13549,Champion,26,7,916.12
15253,Champion,16,5,915.3
